time;V(/BPF);V(/BSF);V(/HPF);V(/LPF);
0.0147843;8.3511;0.141813;2.4198;-2.57117;
0.0147848;8.3437;0.141879;2.44612;-2.59755;
0.0147854;8.33405;0.141979;2.47937;-2.63089;
0.014786;8.32407;0.142088;2.51298;-2.6646;
0.0147867;8.31328;0.142206;2.54862;-2.70035;
0.014788;8.29111;0.14245;2.61975;-2.7717;
0.0147893;8.26935;0.14267;2.68782;-2.83997;
0.0147905;8.24905;0.14287;2.74927;-2.9016;
0.0147919;8.22427;0.143099;2.82254;-2.97507;
0.0147932;8.20064;0.143302;2.8903;-3.04301;
0.014795;8.16657;0.143576;2.98516;-3.1381;
0.0147972;8.12524;0.143873;3.0957;-3.24891;
0.0148003;8.06163;0.144274;3.25767;-3.4112;
0.0148051;7.95862;0.144787;3.50162;-3.65556;
0.0148133;7.76629;0.145403;3.90973;-4.06408;
0.0148233;7.50203;0.145703;4.39592;-4.55029;
0.0148333;7.20739;0.145512;4.86485;-5.01871;
0.0148433;6.88345;0.144825;5.31463;-5.46745;
0.0148533;6.53158;0.143651;5.74342;-5.89468;
0.0148633;6.15308;0.141988;6.14949;-6.29868;
0.0148733;5.74952;0.139849;6.53118;-6.67777;
0.0148833;5.32244;0.137234;6.88693;-7.03044;
0.0148933;4.87361;0.13416;7.21529;-7.35523;
0.0149033;4.40474;0.13063;7.51492;-7.6508;
0.0149133;3.91776;0.126664;7.78458;-7.91595;
0.0149233;3.41456;0.122267;8.02317;-8.14959;
0.0149276;3.19441;0.120264;8.11559;-8.23974;
0.0149298;3.07781;0.119181;8.16125;-8.28414;
0.014931;3.01393;0.118583;8.18483;-8.30696;
0.0149323;2.94976;0.117974;8.20699;-8.32833;
0.0149334;2.89153;0.117419;8.22524;-8.34576;
0.0149345;2.8334;0.116855;8.24128;-8.36107;
0.0149365;2.72524;0.115789;8.26529;-8.38377;
0.0149393;2.58077;0.114305;8.28739;-8.40464;
0.0149421;2.43092;0.112692;8.30263;-8.41897;
0.0149452;2.26643;0.110818;8.31416;-8.42965;
0.0149489;2.07012;0.108445;8.32387;-8.4384;
0.0149553;1.73485;0.104049;8.33517;-8.44784;
0.014961;1.42832;0.0996853;8.3424;-8.45311;
0.014971;0.896829;0.0914472;8.35149;-8.45811;
0.014981;0.364845;0.0825428;8.35807;-8.45987;
0.014991;-0.167509;0.0732022;8.363;-8.45922;
0.015001;-0.700126;0.0636641;8.36642;-8.45608;
